Ordernumber,Saleschannel,Orderdate,Shipdate,Deliverydate,Currencycode,Salesteamid,SalesteamName,Storid,Statename,Statecode,Householdincome,Population,Cityname,Productid,Productname,Orderquantity,DiscountApplied,Unitprice,UnitCost,Revenue,Profit,,
SO - 0006752,In-Store,2020-07-26,2020-08-22,2020-08-29,USD,9,Joshua Ryan,87,California,CA,41730,130104,Visalia,37,Platters,3,7.50%,3906.1,3203,878.87,-2324.13,,
SO - 0004999,Online,2020-01-05,2020-01-09,2020-01-16,USD,19,Nicholas Cunningham,326,Texas,TX,66308,255473,Laredo,5,Bathroom Furniture,7,5%,6277.9,4520.09,2197.27,-2322.82,,
SO - 0006744,In-Store,2020-07-25,2020-08-09,2020-08-10,USD,10,Jonathan Hawkins,362,Washington,WA,87623,213272,Spokane,25,TV and video,5,5%,5025,3567.75,1256.25,-2311.5,,
SO - 0006576,Distributor,2020-07-07,2020-07-10,2020-07-19,USD,21,Samuel Fowler,237,North Carolina,NC,93267,241218,Winston-Salem,31,Candleholders,5,5%,5239.4,3615.19,1309.85,-2305.34,,
SO - 0006162,Distributor,2020-05-20,2020-06-04,2020-06-08,USD,21,Samuel Fowler,289,Oregon,OR,38773,110553,Gresham,18,Basketball,2,7.50%,3966.4,2895.47,594.96,-2300.51,,
SO - 0007231,In-Store,2020-09-21,2020-10-06,2020-10-10,USD,7,Shawn Cook,155,Illinois,IL,50476,116358,Capital,30,Wall Coverings,1,5%,5735.2,2580.84,286.76,-2294.08,,
SO - 0005111,In-Store,2020-01-15,2020-02-07,2020-02-13,USD,1,Adam Hernandez,12,Arizona,AZ,102424,236839,Scottsdale,24,Wall Frames,2,5%,5862.5,2872.63,586.25,-2286.38,,
SO - 0006321,Online,2020-06-05,2020-06-22,2020-06-25,USD,13,Todd Roberts,6,Arizona,AZ,88973,260828,Chandler,6,Computers,1,5%,3939.6,2481.95,196.98,-2284.97,,
SO - 0005435,Distributor,2020-02-22,2020-03-18,2020-03-19,USD,24,Roy Rice,12,Arizona,AZ,102424,236839,Scottsdale,29,Pendants,1,0.08,3370.1,2527.58,252.76,-2274.82,,
SO - 0007859,Online,2020-12-02,2020-12-06,2020-12-15,USD,17,Frank Brown,304,Tennessee,TN,249775,655770,Memphis,34,Bedroom Furniture,2,7.50%,3979.8,2865.46,596.97,-2268.49,,
SO - 0005950,Online,2020-04-24,2020-05-07,2020-05-09,USD,16,Anthony Berry,35,California,CA,49975,207460,Fontana,23,Accessories,1,20%,3691.7,2990.28,738.34,-2251.94,,
SO - 0005834,In-Store,2020-04-10,2020-04-30,2020-05-09,USD,12,Carl Nguyen,5,Arkansas,AR,79902,197992,Little Rock,30,Wall Coverings,1,7.50%,3906.1,2538.97,292.96,-2246.01,,
SO - 0007443,Distributor,2020-10-16,2020-11-11,2020-11-14,USD,25,Patrick Graham,106,Connecticut,CT,45239,124006,Hartford (Town),18,Basketball,1,5%,2800.6,2380.51,140.03,-2240.48,,
SO - 0005770,Online,2020-04-03,2020-04-25,2020-05-04,USD,16,Anthony Berry,188,Indiana,IN,44154,113236,Perry,40,Rugs,2,10%,6378.4,3508.12,1275.68,-2232.44,,
SO - 0006812,Online,2020-08-03,2020-08-23,2020-09-02,USD,17,Frank Brown,70,California,CA,485091,1394928,San Diego,28,Phones,3,5%,6023.3,3132.12,903.5,-2228.62,,
SO - 0005590,Online,2020-03-11,2020-04-06,2020-04-10,USD,19,Nicholas Cunningham,139,Georgia,GA,45389,123912,Athens,3,Table Lamps,1,7.50%,4013.3,2528.38,301,-2227.38,,
SO - 0006934,Online,2020-08-18,2020-08-31,2020-09-02,USD,18,Shawn Wallace,123,Florida,FL,318575,868031,Jacksonville,5,Bathroom Furniture,1,5%,3839.1,2418.63,191.96,-2226.68,,
SO - 0006194,Online,2020-05-24,2020-06-17,2020-06-21,USD,17,Frank Brown,364,Washington,WA,66417,172860,Vancouver,30,Wall Coverings,5,5%,6009.9,3726.14,1502.48,-2223.66,,
SO - 0005632,In-Store,2020-03-17,2020-04-04,2020-04-06,USD,3,Jerry Green,123,Florida,FL,318575,868031,Jacksonville,29,Pendants,2,7.50%,3705.1,2778.83,555.77,-2223.06,,
SO - 0006851,In-Store,2020-08-07,2020-08-16,2020-08-19,USD,11,Joshua Little,96,Colorado,CO,58918,161175,Fort Collins,19,Vanities,3,7.50%,6425.3,3662.42,1445.69,-2216.73,,
SO - 0006808,Distributor,2020-08-02,2020-08-12,2020-08-17,USD,25,Patrick Graham,184,Indiana,IN,102273,260326,Fort Wayne,23,Accessories,4,5%,3819,2978.82,763.8,-2215.02,,
SO - 0005817,In-Store,2020-04-07,2020-05-05,2020-05-09,USD,4,Chris Armstrong,193,Indiana,IN,52540,142010,Wayne,31,Candleholders,5,5%,3959.7,3167.76,989.93,-2177.84,,
SO - 0006215,Wholesale,2020-05-26,2020-06-09,2020-06-17,USD,25,Patrick Graham,336,Texas,TX,103937,283558,Plano,37,Platters,1,10%,3329.9,2497.43,332.99,-2164.44,,
SO - 0006534,In-Store,2020-07-02,2020-07-07,2020-07-14,USD,12,Carl Nguyen,1,Alabama,AL,89972,212461,Birmingham,43,Festive,6,5%,5152.3,3709.66,1545.69,-2163.97,,
SO - 0006912,Online,2020-08-15,2020-08-23,2020-08-31,USD,12,Carl Nguyen,21,California,CA,42791,113453,Carlsbad,18,Basketball,2,15%,3999.9,3359.92,1199.97,-2159.95,,
SO - 0006615,In-Store,2020-07-11,2020-07-18,2020-07-26,USD,3,Jerry Green,280,Ohio,OH,167100,388072,Cleveland,19,Vanities,1,15%,5132.2,2925.35,769.83,-2155.52,,
SO - 0005617,Online,2020-03-15,2020-03-30,2020-04-01,USD,14,Paul Holmes,212,Maryland,MD,39893,102116,Columbia,32,Vases,4,10%,6157.3,4617.98,2462.92,-2155.06,,
SO - 0007219,Distributor,2020-09-20,2020-10-03,2020-10-09,USD,21,Samuel Fowler,322,Texas,TX,59196,187809,Grand Prairie,16,Stemware,3,5%,3986.5,2750.69,597.98,-2152.71,,
SO - 0007742,In-Store,2020-11-18,2020-12-05,2020-12-13,USD,5,Stephen Payne,330,Texas,TX,50455,162898,McKinney,39,Floor Lamps,1,7.50%,6043.4,2598.66,453.26,-2145.41,,
SO - 0006385,Online,2020-06-14,2020-07-03,2020-07-12,USD,14,Paul Holmes,323,Texas,TX,814599,2296224,Houston,10,Blankets,3,5%,3879.3,2715.51,581.9,-2133.62,,
SO - 0006327,Distributor,2020-06-06,2020-06-16,2020-06-20,USD,22,Joe Price,54,California,CA,60493,175691,Oceanside,13,Bakeware,4,5%,4013.3,2929.71,802.66,-2127.05,,
SO - 0005800,In-Store,2020-04-06,2020-04-28,2020-04-30,USD,9,Joshua Ryan,45,California,CA,24839,100314,Jurupa Valley,16,Stemware,4,7.50%,4006.6,3325.48,1201.98,-2123.5,,
SO - 0005431,Online,2020-02-22,2020-03-02,2020-03-07,USD,17,Frank Brown,319,Texas,TX,273457,833319,Fort Worth,18,Basketball,1,7.50%,5514.1,2536.49,413.56,-2122.93,,
SO - 0005797,Distributor,2020-04-05,2020-04-28,2020-05-02,USD,20,Anthony Torres,102,Colorado,CO,42239,113130,Westminster,27,Wreaths,2,7.50%,3999.9,2719.93,599.99,-2119.95,,
SO - 0007490,In-Store,2020-10-22,2020-10-26,2020-11-02,USD,7,Shawn Cook,347,Utah,UT,31742,111946,West Jordan,27,Wreaths,4,5%,3999.9,2919.93,799.98,-2119.95,,
SO - 0005964,In-Store,2020-04-26,2020-05-18,2020-05-27,USD,6,Joshua Bennett,114,Florida,FL,40453,106604,Brandon,4,Serveware,2,5%,5688.3,2673.5,568.83,-2104.67,,
SO - 0005053,In-Store,2020-01-10,2020-01-21,2020-01-29,USD,5,Stephen Payne,81,California,CA,55094,151754,Sunnyvale,18,Basketball,1,5%,3966.4,2300.51,198.32,-2102.19,,
SO - 0007355,In-Store,2020-10-06,2020-10-16,2020-10-24,USD,12,Carl Nguyen,331,Texas,TX,47795,144788,Mesquite,18,Basketball,1,10%,3671.6,2459.97,367.16,-2092.81,,
SO - 0005168,Online,2020-01-22,2020-02-03,2020-02-08,USD,17,Frank Brown,31,California,CA,49316,166913,Elk Grove,4,Serveware,4,7.50%,3872.6,3252.98,1161.78,-2091.2,,
SO - 0006023,Online,2020-05-03,2020-05-11,2020-05-13,USD,15,Roger Alexander,332,Texas,TX,43214,132950,Midland,21,Floral,3,5%,4013.3,2688.91,602,-2086.92,,
SO - 0006585,In-Store,2020-07-08,2020-07-28,2020-07-31,USD,10,Jonathan Hawkins,291,Oregon,OR,254167,632309,Portland,15,Outdoor Furniture,1,5%,2606.3,2215.36,130.32,-2085.04,,
SO - 0006336,Wholesale,2020-06-07,2020-06-19,2020-06-26,USD,27,Shawn Torres,75,California,CA,43433,126215,Santa Clara,43,Festive,1,5%,2934.6,2230.3,146.73,-2083.57,,
SO - 0007079,Online,2020-09-04,2020-09-06,2020-09-11,USD,17,Frank Brown,51,California,CA,32685,109830,Murrieta,31,Candleholders,2,5%,2847.5,2363.43,284.75,-2078.68,,
SO - 0005765,Distributor,2020-04-02,2020-04-09,2020-04-18,USD,23,Douglas Tucker,93,Colorado,CO,38991,109741,Centennial,24,Wall Frames,1,7.50%,5688.3,2502.85,426.62,-2076.23,,
SO - 0005534,Online,2020-03-04,2020-03-24,2020-03-29,USD,18,Shawn Wallace,178,Illinois,IL,59425,155286,Wheeling (Township),2,Photo Frames,2,20%,5460.5,4259.19,2184.2,-2074.99,,
SO - 0005746,Online,2020-03-31,2020-04-05,2020-04-14,USD,12,Carl Nguyen,91,Colorado,CO,124031,359407,Aurora,15,Outdoor Furniture,7,5%,5058.5,3844.46,1770.48,-2073.99,,
SO - 0005099,Wholesale,2020-01-14,2020-02-09,2020-02-15,USD,26,Donald Reynolds,89,California,CA,30816,108484,West Covina,23,Accessories,4,5%,5916.1,3253.86,1183.22,-2070.64,,
SO - 0005437,Online,2020-02-22,2020-03-03,2020-03-11,USD,18,Shawn Wallace,88,California,CA,30451,100890,Vista,28,Phones,6,5%,3906.1,3242.06,1171.83,-2070.23,,
SO - 0005299,Online,2020-02-08,2020-02-26,2020-03-04,USD,16,Anthony Berry,110,Connecticut,CT,46974,128874,Stamford (Town),35,Table Linens,2,20%,5909.4,4432.05,2363.76,-2068.29,,
SO - 0007029,In-Store,2020-08-29,2020-09-21,2020-09-26,USD,4,Chris Armstrong,146,Hawaii,HI,127177,352769,Honolulu,43,Festive,1,5%,3685,2247.85,184.25,-2063.6,,
SO - 0007746,Online,2020-11-18,2020-12-10,2020-12-15,USD,18,Shawn Wallace,260,New York,NY,161116,489278,Brookhaven,12,Dining Furniture,1,15%,6210.9,2981.23,931.64,-2049.6,,
SO - 0005924,Online,2020-04-22,2020-05-05,2020-05-06,USD,13,Todd Roberts,98,Colorado,CO,37157,101350,Highlands Ranch,14,Mirrors,1,7.50%,5179.1,2434.18,388.43,-2045.75,,
SO - 0005948,In-Store,2020-04-24,2020-05-15,2020-05-22,USD,9,Joshua Ryan,29,California,CA,31400,127610,East Los Angeles,33,Outdoor Decor,2,7.50%,5835.7,2917.85,875.36,-2042.5,,
SO - 0007758,Distributor,2020-11-20,2020-12-11,2020-12-21,USD,22,Joe Price,181,Indiana,IN,39770,100453,Calumet,36,Clocks,1,5%,3088.7,2192.98,154.44,-2038.54,,
SO - 0005071,In-Store,2020-01-11,2020-01-18,2020-01-28,USD,11,Joshua Little,174,Illinois,IL,69780,173110,Rockford (Township),45,Home Fragrances,1,20%,3919.5,2822.04,783.9,-2038.14,,
SO - 0007120,Online,2020-09-09,2020-09-14,2020-09-19,USD,16,Anthony Berry,248,New Mexico,NM,222098,559121,Albuquerque,24,Wall Frames,6,7.50%,5212.6,4378.58,2345.67,-2032.91,,
SO - 0005920,Wholesale,2020-04-21,2020-05-04,2020-05-14,USD,28,Carlos Miller,232,North Carolina,NC,78439,201963,Fayetteville,47,Audio,3,7.50%,3242.8,2756.38,729.63,-2026.75,,
SO - 0006817,Online,2020-08-03,2020-08-25,2020-09-01,USD,16,Anthony Berry,99,Colorado,CO,63159,152597,Lakewood,3,Table Lamps,3,5%,5460.5,2839.46,819.08,-2020.39,,
SO - 0005355,Online,2020-02-15,2020-02-23,2020-02-28,USD,19,Nicholas Cunningham,337,Texas,TX,40020,110815,Richardson,41,Collectibles,1,5%,3953,2213.68,197.65,-2016.03,,
SO - 0007676,In-Store,2020-11-12,2020-11-22,2020-11-25,USD,12,Carl Nguyen,59,California,CA,54536,142250,Pasadena,29,Pendants,3,5%,3953,2608.98,592.95,-2016.03,,
SO - 0005098,In-Store,2020-01-14,2020-02-03,2020-02-11,USD,4,Chris Armstrong,65,California,CA,46547,130269,Roseville,21,Floral,5,5%,4020,3015,1005,-2010,,
SO - 0007580,Online,2020-10-31,2020-11-09,2020-11-10,USD,12,Carl Nguyen,207,Massachusetts,MA,43801,110402,Cambridge,34,Bedroom Furniture,1,10%,3450.5,2346.34,345.05,-2001.29,,
SO - 0007583,In-Store,2020-10-31,2020-11-10,2020-11-16,USD,4,Chris Armstrong,58,California,CA,42720,158351,Palmdale,5,Bathroom Furniture,2,15%,3698.4,3106.66,1109.52,-1997.14,,
SO - 0006764,In-Store,2020-07-27,2020-08-14,2020-08-21,USD,3,Jerry Green,85,California,CA,41216,121253,Vallejo,22,Wine Storage,3,7.50%,6545.9,3469.33,1472.83,-1996.5,,
SO - 0007110,In-Store,2020-09-07,2020-10-02,2020-10-04,USD,3,Jerry Green,302,Tennessee,TN,51776,149176,Clarksville,23,Accessories,2,5%,3973.1,2383.86,397.31,-1986.55,,
SO - 0005597,Online,2020-03-12,2020-03-23,2020-03-31,USD,15,Roger Alexander,135,Florida,FL,105443,257083,St. Petersburg,40,Rugs,2,20%,5353.3,4122.04,2141.32,-1980.72,,
SO - 0005029,Online,2020-01-08,2020-01-21,2020-01-31,USD,19,Nicholas Cunningham,261,New York,NY,880727,2636735,Brooklyn,44,Pillows,6,7.50%,5480.6,4439.29,2466.27,-1973.02,,
SO - 0007672,Distributor,2020-11-11,2020-11-15,2020-11-20,USD,24,Roy Rice,327,Texas,TX,38430,104039,Lewisville,32,Vases,5,0.08,6452.1,4387.43,2419.54,-1967.89,,
SO - 0006828,In-Store,2020-08-04,2020-08-27,2020-08-30,USD,8,George Lewis,272,New York,NY,85741,209802,Rochester,38,Wardrobes,1,7.50%,3819,2253.21,286.43,-1966.79,,
SO - 0005888,Online,2020-04-17,2020-05-15,2020-05-25,USD,17,Frank Brown,8,Arizona,AZ,79152,240126,Glendale,2,Photo Frames,6,5%,3926.2,3140.96,1177.86,-1963.1,,
SO - 0005978,In-Store,2020-04-27,2020-05-19,2020-05-27,USD,7,Shawn Cook,277,New York,NY,73073,201116,Yonkers,4,Serveware,2,10%,3926.2,2748.34,785.24,-1963.1,,
SO - 0006180,In-Store,2020-05-22,2020-06-18,2020-06-26,USD,8,George Lewis,41,California,CA,46713,158289,Hayward,23,Accessories,1,7.50%,2532.6,2152.71,189.95,-1962.77,,
SO - 0006286,Online,2020-06-01,2020-06-09,2020-06-10,USD,18,Shawn Wallace,296,Rhode Island,RI,61481,179207,Providence,38,Wardrobes,1,20%,5286.3,3013.19,1057.26,-1955.93,,
SO - 0006769,Distributor,2020-07-28,2020-08-01,2020-08-03,USD,22,Joe Price,31,California,CA,49316,166913,Elk Grove,43,Festive,7,5%,3973.1,3337.4,1390.59,-1946.82,,
SO - 0006601,Online,2020-07-09,2020-07-12,2020-07-18,USD,19,Nicholas Cunningham,174,Illinois,IL,69780,173110,Rockford (Township),45,Home Fragrances,4,7.50%,3966.4,3133.46,1189.92,-1943.54,,
SO - 0006383,In-Store,2020-06-13,2020-06-30,2020-07-07,USD,2,Keith Griffin,22,California,CA,78066,265757,Chula Vista,31,Candleholders,1,10%,2659.9,2207.72,265.99,-1941.73,,
SO - 0004992,In-Store,2020-01-04,2020-01-17,2020-01-21,USD,7,Shawn Cook,293,Pennsylvania,PA,41244,120207,Allentown,34,Bedroom Furniture,2,10%,3276.3,2588.28,655.26,-1933.02,,
SO - 0005226,Wholesale,2020-01-29,2020-02-19,2020-02-20,USD,26,Donald Reynolds,157,Illinois,IL,56956,149401,Downers Grove (Township),31,Candleholders,4,5%,6231,3177.81,1246.2,-1931.61,,
SO - 0007864,In-Store,2020-12-02,2020-12-20,2020-12-29,USD,3,Jerry Green,310,Texas,TX,351195,931830,Austin,25,TV and video,2,7.50%,3571.1,2464.06,535.67,-1928.39,,
SO - 0005862,In-Store,2020-04-13,2020-04-30,2020-05-09,USD,3,Jerry Green,363,Washington,WA,79026,207948,Tacoma,30,Wall Coverings,2,7.50%,2921.2,2366.17,438.18,-1927.99,,
SO - 0007454,In-Store,2020-10-18,2020-10-24,2020-11-03,USD,2,Keith Griffin,26,California,CA,40908,113204,Costa Mesa,42,Bean Bags,3,10%,3852.5,3082,1155.75,-1926.25,,
SO - 0006932,Wholesale,2020-08-18,2020-09-10,2020-09-18,USD,27,Shawn Torres,147,Iowa,IA,53328,130405,Cedar Rapids,9,Baseball,8,5%,6003.2,4322.3,2401.28,-1921.02,,
SO - 0005847,In-Store,2020-04-11,2020-04-16,2020-04-18,USD,5,Stephen Payne,87,California,CA,41730,130104,Visalia,39,Floor Lamps,2,7.50%,3819,2482.35,572.85,-1909.5,,
SO - 0006037,Distributor,2020-05-05,2020-05-31,2020-06-03,USD,24,Roy Rice,133,Florida,FL,59221,179413,Port St. Lucie,16,Stemware,1,0.40,5607.9,4149.85,2243.16,-1906.69,,
SO - 0006159,Online,2020-05-19,2020-05-27,2020-05-30,USD,13,Todd Roberts,277,New York,NY,73073,201116,Yonkers,27,Wreaths,2,5%,3966.4,2300.51,396.64,-1903.87,,
SO - 0005695,Distributor,2020-03-25,2020-04-06,2020-04-11,USD,23,Douglas Tucker,256,Nevada,NV,70748,183937,Spring Valley,7,Dinnerware,8,5%,5406.9,4055.18,2162.76,-1892.42,,
SO - 0007319,Online,2020-10-02,2020-10-28,2020-11-07,USD,15,Roger Alexander,333,Texas,TX,39057,118968,Odessa,9,Baseball,2,15%,6070.2,3702.82,1821.06,-1881.76,,
SO - 0005028,Online,2020-01-08,2020-01-12,2020-01-15,USD,17,Frank Brown,40,California,CA,71498,201020,Glendale,39,Floor Lamps,3,7.50%,5132.2,3028,1154.75,-1873.25,,
SO - 0007006,In-Store,2020-08-27,2020-09-22,2020-09-26,USD,9,Joshua Ryan,226,Missouri,MO,139555,315685,St. Louis,2,Photo Frames,2,15%,5674.9,3575.19,1702.47,-1872.72,,
SO - 0006958,Distributor,2020-08-21,2020-09-13,2020-09-15,USD,22,Joe Price,335,Texas,TX,34776,108821,Pearland,28,Phones,4,10%,5829,4196.88,2331.6,-1865.28,,
SO - 0005334,Distributor,2020-02-12,2020-03-06,2020-03-08,USD,24,Roy Rice,362,Washington,WA,87623,213272,Spokane,28,Phones,1,0.30,5621.3,3541.42,1686.39,-1855.03,,
SO - 0006289,In-Store,2020-06-02,2020-06-19,2020-06-28,USD,10,Jonathan Hawkins,335,Texas,TX,34776,108821,Pearland,17,Furniture Cushions,6,7.50%,5138.9,4162.51,2312.51,-1850,,
SO - 0007278,Distributor,2020-09-27,2020-10-20,2020-10-25,USD,24,Roy Rice,147,Iowa,IA,53328,130405,Cedar Rapids,10,Blankets,3,0.05,4020,2452.2,603,-1849.2,,
SO - 0005183,Online,2020-01-23,2020-02-12,2020-02-15,USD,18,Shawn Wallace,213,Michigan,MI,47179,117070,Ann Arbor,45,Home Fragrances,3,10%,3484,2891.72,1045.2,-1846.52,,
SO - 0005356,In-Store,2020-02-15,2020-03-01,2020-03-07,USD,4,Chris Armstrong,172,Illinois,IL,54255,151772,Proviso,4,Serveware,1,10%,2599.6,2105.68,259.96,-1845.72,,
SO - 0005425,Online,2020-02-21,2020-03-05,2020-03-11,USD,18,Shawn Wallace,101,Colorado,CO,42679,133451,Thornton,37,Platters,4,10%,5125.5,3895.38,2050.2,-1845.18,,
SO - 0006020,In-Store,2020-05-02,2020-05-24,2020-05-27,USD,3,Jerry Green,121,Florida,FL,69219,237069,Hialeah,2,Photo Frames,8,5%,5118.8,3890.29,2047.52,-1842.77,,
SO - 0006720,Online,2020-07-22,2020-08-05,2020-08-10,USD,20,Anthony Torres,353,Virginia,VA,69073,182385,Newport News,24,Wall Frames,3,7.50%,3959.7,2732.19,890.93,-1841.26,,
SO - 0007468,Online,2020-10-19,2020-11-13,2020-11-14,USD,16,Anthony Berry,332,Texas,TX,43214,132950,Midland,14,Mirrors,1,10%,2592.9,2100.25,259.29,-1840.96,,
SO - 0006929,In-Store,2020-08-17,2020-09-09,2020-09-12,USD,2,Keith Griffin,239,Nebraska,NE,107574,277348,Lincoln,29,Pendants,3,5%,2666.6,2239.94,399.99,-1839.95,,
SO - 0005190,Distributor,2020-01-24,2020-01-31,2020-02-06,USD,24,Roy Rice,40,California,CA,71498,201020,Glendale,38,Wardrobes,3,0.05,3169.1,2313.44,475.37,-1838.08,,
SO - 0007107,In-Store,2020-09-07,2020-09-22,2020-09-25,USD,6,Joshua Bennett,143,Georgia,GA,57025,153515,Macon,36,Clocks,4,7.50%,5092,3360.72,1527.6,-1833.12,,
SO - 0007470,Online,2020-10-20,2020-10-26,2020-11-04,USD,14,Paul Holmes,319,Texas,TX,273457,833319,Fort Worth,18,Basketball,3,15%,5078.6,4113.67,2285.37,-1828.3,,
SO - 0006571,Online,2020-07-06,2020-08-02,2020-08-03,USD,14,Paul Holmes,331,Texas,TX,47795,144788,Mesquite,14,Mirrors,1,15%,3973.1,2423.59,595.97,-1827.63,,
SO - 0006391,In-Store,2020-06-15,2020-07-08,2020-07-12,USD,2,Keith Griffin,61,California,CA,55240,175236,Rancho Cucamonga,24,Wall Frames,1,7.50%,3691.7,2104.27,276.88,-1827.39,,
SO - 0006091,In-Store,2020-05-12,2020-06-06,2020-06-13,USD,5,Stephen Payne,165,Illinois,IL,43510,118844,Milton,17,Furniture Cushions,5,5%,3142.3,2608.11,785.58,-1822.53,,
SO - 0007761,Distributor,2020-11-20,2020-11-26,2020-12-04,USD,22,Joe Price,201,Louisiana,LA,88476,228590,Baton Rouge,25,TV and video,4,5%,3859.2,2585.66,771.84,-1813.82,,
SO - 0007230,In-Store,2020-09-21,2020-10-03,2020-10-12,USD,3,Jerry Green,4,Alabama,AL,79866,200602,Montgomery,8,Cocktail Glasses,5,7.50%,3899.4,3275.5,1462.28,-1813.22,,
SO - 0006205,Online,2020-05-25,2020-05-31,2020-06-02,USD,20,Anthony Torres,254,Nevada,NV,88401,223182,Paradise,44,Pillows,4,7.50%,3845.8,2961.27,1153.74,-1807.53,,
SO - 0005516,In-Store,2020-03-01,2020-03-07,2020-03-11,USD,9,Joshua Ryan,162,Illinois,IL,45377,119818,Lisle (Township),38,Wardrobes,8,5%,3999.9,3399.92,1599.96,-1799.96,,
SO - 0006773,Distributor,2020-07-28,2020-08-11,2020-08-20,USD,22,Joe Price,95,Colorado,CO,275795,682545,Denver,38,Wardrobes,5,5%,3041.8,2555.11,760.45,-1794.66,,
SO - 0005320,Online,2020-02-10,2020-03-09,2020-03-15,USD,13,Todd Roberts,59,California,CA,54536,142250,Pasadena,4,Serveware,4,5%,3584.5,2509.15,716.9,-1792.25,,
SO - 0006869,In-Store,2020-08-10,2020-08-23,2020-09-02,USD,12,Carl Nguyen,31,California,CA,49316,166913,Elk Grove,4,Serveware,1,7.50%,5299.7,2172.88,397.48,-1775.4,,
SO - 0007373,Distributor,2020-10-08,2020-10-10,2020-10-11,USD,24,Roy Rice,354,Virginia,VA,87045,246393,Norfolk,10,Blankets,7,0.08,6009.9,4928.12,3155.2,-1772.92,,
SO - 0007704,In-Store,2020-11-15,2020-11-26,2020-12-05,USD,12,Carl Nguyen,32,California,CA,30752,116732,El Monte,28,Phones,1,5%,3772.1,1961.49,188.61,-1772.89,,
SO - 0005683,Online,2020-03-24,2020-03-31,2020-04-09,USD,19,Nicholas Cunningham,287,Oklahoma,OK,164471,403505,Tulsa,11,Ornaments,7,5%,3939.6,3151.68,1378.86,-1772.82,,
SO - 0005986,In-Store,2020-04-28,2020-05-15,2020-05-21,USD,10,Jonathan Hawkins,98,Colorado,CO,37157,101350,Highlands Ranch,44,Pillows,4,5%,3939.6,2560.74,787.92,-1772.82,,
SO - 0005798,Distributor,2020-04-05,2020-04-29,2020-05-07,USD,22,Joe Price,183,Indiana,IN,51271,119943,Evansville,41,Collectibles,5,5%,6110.4,3299.62,1527.6,-1772.02,,
SO - 0006319,In-Store,2020-06-05,2020-07-01,2020-07-04,USD,6,Joshua Bennett,336,Texas,TX,103937,283558,Plano,17,Furniture Cushions,1,7.50%,2586.2,1965.51,193.97,-1771.55,,
SO - 0005471,Wholesale,2020-02-25,2020-03-16,2020-03-20,USD,26,Donald Reynolds,245,New Jersey,NJ,92675,281944,Newark,2,Photo Frames,5,7.50%,6438.7,4185.16,2414.51,-1770.64,,
SO - 0005097,Distributor,2020-01-14,2020-01-25,2020-02-04,USD,22,Joe Price,4,Alabama,AL,79866,200602,Montgomery,1,Cookware,1,7.50%,2505.8,1954.52,187.94,-1766.59,,
SO - 0006010,Online,2020-04-30,2020-05-26,2020-05-27,USD,19,Nicholas Cunningham,85,California,CA,41216,121253,Vallejo,34,Bedroom Furniture,4,5%,6304.7,3026.26,1260.94,-1765.32,,
SO - 0005054,In-Store,2020-01-10,2020-01-24,2020-01-28,USD,1,Adam Hernandez,42,California,CA,74460,201899,Huntington Beach,26,Candles,1,5%,2633.1,1895.83,131.66,-1764.18,,
SO - 0007154,Online,2020-09-14,2020-10-11,2020-10-19,USD,16,Anthony Berry,116,Florida,FL,46234,113003,Clearwater,7,Dinnerware,2,10%,6070.2,2974.4,1214.04,-1760.36,,
SO - 0007879,Distributor,2020-12-05,2020-12-10,2020-12-11,USD,24,Roy Rice,111,Connecticut,CT,40213,108802,Waterbury,47,Audio,5,0.05,3999.9,2759.93,999.98,-1759.96,,
SO - 0007422,In-Store,2020-10-13,2020-10-15,2020-10-17,USD,5,Stephen Payne,235,North Carolina,NC,170366,451066,Raleigh,9,Baseball,4,7.50%,3383.5,2774.47,1015.05,-1759.42,,
SO - 0007040,In-Store,2020-08-31,2020-09-08,2020-09-15,USD,6,Joshua Bennett,341,Texas,TX,38114,102911,The Woodlands,11,Ornaments,4,7.50%,3584.5,2831.76,1075.35,-1756.41,,
SO - 0007414,Online,2020-10-13,2020-11-08,2020-11-13,USD,18,Shawn Wallace,124,Florida,FL,39376,104401,Lakeland,35,Table Linens,2,10%,5313.1,2815.94,1062.62,-1753.32,,
SO - 0007854,Wholesale,2020-12-02,2020-12-24,2020-12-26,USD,27,Shawn Torres,21,California,CA,42791,113453,Carlsbad,28,Phones,1,5%,3115.5,1900.46,155.78,-1744.68,,
SO - 0006074,Online,2020-05-09,2020-05-21,2020-05-31,USD,18,Shawn Wallace,42,California,CA,74460,201899,Huntington Beach,45,Home Fragrances,1,7.50%,2438.8,1926.65,182.91,-1743.74,,
SO - 0005218,Distributor,2020-01-28,2020-02-16,2020-02-20,USD,23,Douglas Tucker,45,California,CA,24839,100314,Jurupa Valley,25,TV and video,2,10%,3872.6,2517.19,774.52,-1742.67,,
SO - 0006299,Online,2020-06-03,2020-06-29,2020-07-01,USD,19,Nicholas Cunningham,109,Connecticut,CT,46974,128874,Stamford,6,Computers,1,20%,3705.1,2482.42,741.02,-1741.4,,
SO - 0006728,In-Store,2020-07-24,2020-08-12,2020-08-21,USD,4,Chris Armstrong,26,California,CA,40908,113204,Costa Mesa,20,Bar Tools,5,5%,3865.9,2706.13,966.48,-1739.66,,
